,school_years,mortality_5,poverty_percentage,ferr_rate
345,13.18221,4.2643,0.0,10.668
346,13.20338,4.52,0.0,10.784
347,13.25832,4.5084,0.0,10.953
348,13.2733,4.4452,0.0,10.851
349,13.26325,4.6119,0.0,10.966
350,13.27225,4.4719,0.0,10.938
351,12.68978,4.866,0.0,11.054
352,12.73663,5.0649,0.1,11.034
353,12.73144,5.0939,0.0,11.451
354,12.77822,5.5769,0.0,12.174
355,12.87138,5.5701,0.0,11.913
356,12.96341,5.4147,0.0,10.893
357,12.97952,5.6716,0.0,9.981
358,13.07647,5.877,0.0,9.257
359,13.16405,5.9489,0.0,9.328
360,12.34133,8.9283,0.0,12.71
361,11.53651,10.4296,0.2,17.51
362,11.38457,12.6264,0.1,24.165
363,11.31811,16.0978,0.1,33.589
364,12.92271,10.922,1.6,51.365
365,12.77552,11.4526,2.1,50.671
366,11.79951,15.5942,3.7,57.28
367,11.01497,17.2581,3.6,51.144
368,10.8572,19.1769,4.2,46.148
369,10.19188,21.3297,3.8,46.049
370,9.82748,23.7085,4.0,48.087
371,9.69129,26.2672,3.8,42.033
372,9.4008,28.9187,4.0,40.818
373,9.29125,31.5839,3.8,39.468
374,9.34069,34.2029,7.8,38.631
375,9.36984,36.6641,8.1,45.439
376,9.2799,38.9015,7.6,53.7
377,9.01715,42.6786,6.7,64.727
378,8.86744,44.106,1.4,71.712
379,13.20083,3.8463,0.0,8.114
380,13.18768,3.9438,0.0,8.075
381,13.20896,3.9213,0.0,8.546
382,13.25526,4.2764,0.0,8.996
383,13.30749,4.1706,0.0,9.687
384,13.28192,4.2309,0.0,9.948
385,13.35246,4.2678,0.0,10.564
386,13.40616,4.6968,0.0,10.674
387,13.5184,4.5253,0.0,10.721
388,13.37219,4.6825,0.0,10.954
389,13.38012,4.9669,0.0,11.329
390,13.34731,5.0752,0.0,11.995
391,13.35247,5.0931,0.0,12.894
392,13.34266,5.2118,0.0,13.649
393,13.29488,5.3149,0.0,13.698
394,13.18334,5.4742,0.0,12.249
395,13.17445,5.6521,0.0,11.968
396,13.65318,5.9717,0.0,12.505
397,13.56813,6.16,0.0,12.554
398,13.48121,6.5202,0.2,12.398
399,13.42126,6.8349,0.1,13.096
400,13.33142,7.1153,0.0,14.664
401,13.06328,7.4464,0.0,16.719
402,13.02847,8.0627,0.0,19.012
403,10.87935,62.7948,8.3,68.453
404,8.371,82.9726,16.1,77.287
405,6.94565,138.37,21.5,108.34
406,6.86915,144.3088,22.0,112.533
407,12.33568,4.1284,0.3,8.035
408,12.26894,4.0251,0.6,8.505
409,12.13904,3.9618,0.9,9.469
410,12.25016,3.9305,0.7,10.453
411,11.657,4.112,0.4,10.661
412,11.79478,4.3235,0.3,10.742
413,11.83944,4.5821,0.2,10.287
414,11.62059,4.8756,0.5,10.889
415,11.57136,5.2049,0.4,11.208
416,11.20645,6.4094,0.4,9.877
417,11.31853,8.5155,1.1,13.435
418,9.499,29.4424,2.7,81.595
419,9.41413,40.9307,3.9,90.832
420,8.0299,52.114,3.5,109.177
421,7.10879,56.9252,5.3,112.566
422,5.68447,95.7669,24.2,114.993
423,7.98757,113.0438,6.6,140.306
424,5.74883,151.1283,20.7,152.832
425,3.29759,206.9302,14.6,162.901
426,2.99133,226.13,56.6,162.369
427,9.95633,20.1067,4.3,79.562
428,10.20192,20.8664,5.2,81.681
429,10.40043,21.6365,6.8,84.451
430,10.60764,22.5781,5.5,86.963
431,10.61694,23.8819,4.7,89.482
432,10.14937,25.7537,6.0,94.706
433,10.00009,26.7477,5.9,97.358
434,10.24637,27.9636,9.9,101.141
435,8.29087,52.0687,8.0,131.099
436,8.14726,55.3185,12.2,128.341
437,12.44115,5.4253,0.5,24.276
438,12.47004,5.8287,0.0,22.217
439,12.12908,5.6773,0.2,20.211
440,12.09176,5.8839,0.0,18.444
441,12.07279,5.9885,0.0,18.6
442,11.93355,5.9683,0.0,20.017
443,11.82404,6.6041,0.0,20.376
444,11.70805,6.9931,0.0,19.76
445,11.68928,7.1294,0.1,19.967
446,11.6611,7.592,0.4,20.392
447,11.61207,7.8712,0.1,21.365
448,14.69137,2.539,0.0,10.787
449,14.49452,1.743,0.1,11.257
450,14.57469,2.7475,0.1,12.881
451,14.52036,2.9177,0.1,14.028
452,14.57009,3.6,0.0,14.078
453,14.50835,2.8828,0.0,13.664
454,14.53101,3.3639,0.1,12.976
455,14.50001,3.7195,0.0,13.125
456,14.42651,3.7379,0.1,13.6
457,15.02721,3.6691,0.0,16.159
458,10.03977,54.9372,4.6,36.935
459,9.63485,61.2757,7.5,41.494
460,7.8623,115.9724,12.8,123.529
461,7.0038,137.7331,14.5,125.57
462,6.71214,153.7075,17.8,145.902
463,6.10864,184.6106,21.8,137.853
464,11.31256,28.811,1.5,40.797
465,11.34091,29.9974,1.8,43.219
466,11.34168,31.1914,2.3,44.762
467,11.25705,32.4607,2.9,45.537
468,11.11155,33.8431,3.5,45.847
469,10.97268,35.2244,4.3,45.899
470,10.6277,36.6653,5.3,47.016
471,10.77083,38.272,5.7,47.631
472,10.11685,40.0891,7.5,47.363
473,10.07292,41.6301,5.3,47.849
474,10.23991,49.7113,6.3,48.246
475,10.17922,45.4216,5.4,51.032
476,10.03243,47.4818,5.3,52.425
477,9.92987,49.734,9.2,54.091
478,9.83254,52.07,10.7,54.557
479,9.94838,54.5265,11.8,55.509
480,9.90711,57.1809,24.6,57.393
481,9.64192,62.8271,15.1,61.394
482,9.2516,72.6353,20.2,65.69
483,9.65591,83.5193,20.5,74.708
484,9.95759,94.6542,28.5,83.571
485,9.25317,105.7116,30.3,100.378
486,14.47424,3.9004,0.1,11.332
487,14.42116,4.0095,0.4,12.403
488,14.56481,4.3095,0.4,14.665
489,14.45713,4.1852,0.4,15.939
490,14.29699,4.717,0.1,16.533
491,14.21161,4.2646,0.1,16.909
492,14.02103,4.6775,0.1,16.387
493,13.9729,4.7181,0.0,16.689
494,13.92655,5.4657,0.0,17.568
495,13.77771,6.2526,0.1,18.854
496,13.59687,6.4153,0.1,19.449
497,13.38027,7.0569,0.0,19.615
498,11.29868,7.3975,0.1,15.842
499,11.34035,7.535,0.1,14.338
500,11.29791,6.9535,0.1,14.375
501,10.80581,9.349,0.3,15.311
502,12.3957,3.9962,0.2,9.919
503,12.39175,4.001,0.2,10.263
504,12.42899,4.4327,0.3,11.518
505,12.42707,4.476,0.2,12.449
506,12.40377,4.6687,0.1,13.367
507,12.32262,4.8325,0.2,13.732
508,12.35251,5.1789,0.2,14.142
509,12.47434,5.372,0.2,14.136
510,12.47949,5.8023,0.1,14.445
511,12.52153,6.1088,0.4,15.096
512,12.5956,6.4095,0.3,15.683
513,12.6665,7.2451,0.2,16.288
514,12.72506,7.8066,0.3,16.348
515,12.60699,7.5258,0.0,16.741
516,11.55944,12.5742,0.0,19.24
517,11.26816,16.2369,0.1,22.063
518,10.90609,21.3584,0.0,38.723
519,13.25974,3.4449,1.1,5.954
520,13.17516,3.5106,0.8,6.503
521,13.29524,3.5979,0.9,6.653
522,13.28086,3.7481,0.9,6.867
523,13.18954,3.9976,0.6,7.051
524,13.20431,3.9523,0.5,7.188
525,13.12184,3.8865,0.5,6.811
526,13.02622,4.0812,0.5,6.836
527,12.92044,4.2077,0.5,7.017
528,12.87194,4.4874,0.5,7.251
529,12.89556,4.4303,0.5,7.062
530,12.53592,5.3112,1.1,7.26
531,12.2837,6.2168,1.4,6.359
532,12.01277,7.339,0.5,7.361
533,11.69576,8.4255,0.8,8.257
534,11.41814,9.6545,0.2,8.565
535,11.20469,9.7239,0.0,9.517
536,11.04482,11.0822,1.0,10.196
537,10.99259,11.1438,0.1,11.04
538,10.40318,20.3251,0.3,68.767
539,10.1257,21.2395,0.5,70.518
540,10.10159,22.879,0.5,83.9
541,10.59101,27.7057,1.9,103.286
542,10.72118,32.4842,1.3,113.342
543,12.20877,2.8791,0.2,4.371
544,12.22191,3.2147,0.0,4.561
545,12.12512,3.4611,0.2,5.122
546,10.81099,19.8603,0.0,36.014
547,11.44735,20.9896,0.0,34.715
548,11.70655,22.2784,0.0,33.616
549,11.69243,24.9904,0.0,34.325
550,10.98764,33.2216,0.1,51.283
551,11.01854,41.8765,0.0,60.986
552,11.86711,11.8808,0.0,31.948
553,11.7386,13.0623,0.0,35.737
554,11.52669,14.5616,0.0,35.086
555,11.48203,16.3555,0.0,32.812
556,11.3448,18.3313,0.0,30.574
557,11.23082,20.443,0.0,29.575
558,11.08853,28.9572,0.2,28.091
559,9.54084,76.1643,12.9,109.26
560,11.78269,64.6116,3.7,41.862
561,12.6507,4.9851,0.4,18.532
562,12.52644,5.6146,0.6,19.033
563,12.0401,7.3512,0.5,19.581
564,12.04715,7.5321,0.5,18.932
565,12.05513,6.9538,0.8,18.227
566,11.95896,8.8031,1.0,20.555
567,12.2762,8.9304,0.6,23.296
568,12.07439,10.2502,0.4,22.715
569,11.99756,9.9385,0.8,21.881
570,12.00573,10.2185,1.2,19.797
571,11.80568,11.395,1.3,19.111
572,10.80094,9.7427,0.0,21.751
573,10.34281,110.662,36.0,79.977
574,9.64924,88.9226,31.2,80.669
575,9.30072,93.4296,27.3,93.037
576,9.21984,93.8588,6.4,141.714
577,12.54401,4.9554,0.7,14.045
578,12.40936,4.7479,0.5,14.609
579,12.08431,5.3357,0.7,15.209
580,12.02128,5.8118,0.5,14.959
581,12.05523,6.3346,1.0,14.37
582,12.03726,6.8989,1.2,16.594
583,12.04798,7.2067,0.9,18.993
584,12.06987,8.5213,0.8,19.37
585,12.05256,9.4941,0.7,20.234
586,12.14574,8.7464,0.9,19.729
587,12.28193,10.0058,1.3,19.776
588,12.93496,5.014,0.1,5.806
589,12.83984,3.5333,0.0,6.445
590,12.8812,4.2664,0.1,6.746
591,12.9673,4.2654,0.0,7.353
592,12.87697,3.3673,0.0,8.543
593,12.87958,3.1513,0.0,9.733
594,12.83378,4.3959,0.0,10.384
595,12.75499,6.2179,0.0,11.047
596,12.74538,5.9139,0.0,11.155
597,12.73851,6.457,0.0,11.069
598,12.79582,6.6733,0.0,11.816
599,12.84815,7.4798,0.0,12.021
600,12.8111,8.2003,0.0,12.264
601,12.80181,6.9039,0.0,10.95
602,12.02935,8.863,0.0,9.77
603,11.97919,7.2895,0.0,9.579
604,11.84545,9.2319,0.0,10.153
605,11.45806,8.0232,0.0,10.652
606,11.40582,9.3123,0.0,11.78
607,10.46664,12.3057,0.0,12.978
608,10.56023,13.273,0.0,11.474
609,10.61119,13.2476,0.0,11.02
610,10.11547,64.8764,42.6,135.663
611,8.83305,84.9226,32.9,140.649
612,7.68453,172.3435,19.5,154.246
613,10.4594,83.9994,30.7,142.439
614,9.6162,119.3369,27.9,156.652
615,11.38426,7.985,0.0,13.825
616,10.86289,8.0167,0.0,14.129
617,10.65526,8.1047,0.1,13.559
618,10.80521,8.1503,0.2,12.349
619,10.76771,8.5503,0.3,13.424
620,9.66876,13.3932,0.3,16.597
621,9.61912,15.1207,0.2,19.064
622,9.53188,17.4443,0.3,19.45
623,9.70657,19.3225,0.4,20.688
624,9.46488,23.0947,0.7,26.648
625,11.73007,30.6634,1.5,21.535
626,7.02439,135.7353,14.7,171.787
627,6.18501,151.4747,17.1,180.172
628,2.75454,217.1232,51.4,179.782
629,11.83209,5.7629,0.0,13.031
630,11.60066,7.6165,0.0,13.639
631,11.46866,7.3148,0.0,16.102
632,11.40748,7.868,0.1,17.618
633,12.31161,6.7608,0.1,17.938
634,12.45347,9.9139,0.1,18.606
635,12.6515,8.3497,0.2,16.985
636,12.65555,6.639,0.2,17.485
637,8.21816,75.381,1.6,83.832
638,6.87607,89.36,3.0,95.516
